,sio2,tio2,al2o3,feo,fe2o3,mno,na2o,k2o,mgo,cao,p2o5,h2o,prct_l,prct_c,Cancri_visco
33,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
34,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
35,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
36,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
37,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
38,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
39,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
40,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
41,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
42,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
43,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
44,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
45,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
46,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
47,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
48,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
49,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
50,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
51,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
52,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
53,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
54,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
55,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
56,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
57,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
58,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
59,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
60,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
61,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
62,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
63,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
64,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
65,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
66,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
67,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
68,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
69,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
70,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
71,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
72,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
73,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
74,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
75,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
76,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
77,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
78,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
79,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
80,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
81,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
82,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
83,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
84,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
85,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
86,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
87,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
88,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
89,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
90,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
91,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
92,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,22.271993341802744
93,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,21.57752251376032
94,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,20.89095001257036
95,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,20.39174368956352
96,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,20.004382403268878
97,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,19.690706471617137
98,0.0,0.0,0.368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.0,0.0,0.0,1.0,19.428917943593696
99,0.0,0.0,0.3908643161759456,0.0,0.0,0.0,0.0,0.0,0.0,0.6091356838240545,0.0,0.0,0.07152577250863557,0.9284742274913644,18.553140586553898
100,0.0,0.0,0.41396239009774044,0.0,0.0,0.0,0.0,0.0,0.0,0.5860376099022596,0.0,0.0,0.14055763982628422,0.8594423601737158,17.7294895226651
101,0.0,0.0,0.4480911968753445,0.0,0.0,0.0,0.0,0.0,0.0,0.5519088031246555,0.0,0.0,0.2044424127246538,0.7955575872753462,16.975951628912497
102,0.0,0.0,0.49862132172241763,0.0,0.0,0.0,0.0,0.0,0.0,0.5013786782775823,0.0,0.0,0.2639567149426334,0.7360432850573666,16.280973173965233
103,0.0,0.0,0.5140213502452117,0.0,0.0,0.0,0.0,0.0,0.0,0.48597864975478827,0.0,0.0,0.31970370852060714,0.6802962914793929,15.635735215289811
104,0.0,0.0,0.5330495257585156,0.0,0.0,0.0,0.0,0.0,0.0,0.4669504742414844,0.0,0.0,0.37216190664577686,0.6278380933542231,15.03334811482182
105,0.0,0.0,0.55521075642594,0.0,0.0,0.0,0.0,0.0,0.0,0.44478924357406,0.0,0.0,0.4217177970593511,0.5782822029406489,1.9555633497054945
106,0.0,0.0,0.5814283570678037,0.0,0.0,0.0,0.0,0.0,0.0,0.41857164293219623,0.0,0.0,0.4686883538572788,0.5313116461427212,1.1887717480950166
107,0.0,0.0,0.6265073418845183,0.0,0.0,0.0,0.0,0.0,0.0,0.3734926581154817,0.0,0.0,0.5133370002280677,0.4866629997719323,0.6444488906037491
108,0.0,0.0,0.6656911520899769,0.0,0.0,0.0,0.0,0.0,0.0,0.33430884791002313,0.0,0.0,0.5558851958642381,0.4441148041357619,0.24240681158015354
109,0.0,0.0,0.6800105207896604,0.0,0.0,0.0,0.0,0.0,0.0,0.31998947921033954,0.0,0.0,0.5965210218208004,0.40347897817919964,-0.05441977416966126
110,0.0,0.0,0.7020426988672205,0.0,0.0,0.0,0.0,0.0,0.0,0.2979573011327795,0.0,0.0,0.6354056560289849,0.3645943439710151,-0.24560255685435528
111,0.0,0.0,0.7267015536501543,0.0,0.0,0.0,0.0,0.0,0.0,0.27329844634984574,0.0,0.0,0.6726783360351867,0.3273216639648133,-0.35618811578082665
112,0.0,0.0,0.7543007059020459,0.0,0.0,0.0,0.0,0.0,0.0,0.24569929409795407,0.0,0.0,0.7084602167235308,0.29153978327646923,-0.41217170340132797
113,0.0,0.0,0.7765602159093791,0.0,0.0,0.0,0.0,0.0,0.0,0.22343978409062096,0.0,0.0,0.7428574075183767,0.2571425924816233,-0.47234284395392495
114,0.0,0.0,0.7957790978282344,0.0,0.0,0.0,0.0,0.0,0.0,0.2042209021717656,0.0,0.0,0.7759633912546331,0.2240366087453669,-0.5368574611446506
115,0.0,0.0,0.8163754822478043,0.0,0.0,0.0,0.0,0.0,0.0,0.18362451775219576,0.0,0.0,0.8078609708158302,0.1921390291841698,-0.5966809954308161
116,0.0,0.0,0.8390441210272206,0.0,0.0,0.0,0.0,0.0,0.0,0.1609558789727793,0.0,0.0,0.8386238507127968,0.16137614928720323,-0.6593718709693388
117,0.0,0.0,0.8646815004843912,0.0,0.0,0.0,0.0,0.0,0.0,0.1353184995156089,0.0,0.0,0.8683179333059234,0.13168206669407656,-0.7343263406208567
118,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.8970023896930028,0.10299761030699717,-0.8223021643679164
119,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.9247305509868133,0.07526944901318666,-0.905011898290456
120,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.9515506551861228,0.04844934481387719,-0.9823702737836828
121,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.9775064770109845,0.022493522989015524,-1.0549056309688074
122,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.12017917065754
123,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.1584504114308098
124,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.1947418601189008
125,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.2291939078301422
126,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.2619330192545501
127,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.2930734413263494
128,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.3227186614495596
129,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.350962659380773
130,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.3778909847969976
131,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.40358168925093
132,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.4281061351589428
133,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.4515296998236564
134,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.47391239102058
135,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.4953093865609344
136,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.515771508102345
137,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.535345639790955
138,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.5540750977240685
139,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.571999957393335
140,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.5891573450564016
141,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.6055816971095886
142,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.621304991319521
143,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.6363569540507037
144,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.6507652460646631
145,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.6645556288768693
146,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.677752114969129
147,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.690377103256926
148,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7024515007219259
149,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7139948333400747
150,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7250253454775986
151,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.735560091273756
152,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7456150164843782
153,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7552050335133424
154,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7643440894754572
155,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7730452285962897
156,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7813206482180388
157,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.7891817510389225
158,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.79663919179521
159,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8037029205957473
160,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8103822221651407
161,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8166857518043382
162,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8226215681866291
163,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8281971634516292
164,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8334194904973848
165,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8382949878979882
166,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8428296030153575
167,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.847028812131912
168,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8508976396856969
169,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.854440674916071
170,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8576620875267893
171,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.860565641186694
172,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8631547059509674
173,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8654322690293765
174,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8674009444737876
175,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.869062981509895
176,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.870420271542847
177,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8714743540218866
178,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8722264214401172
179,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8726773229529772
180,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.872827567042599
181,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8726773229529772
182,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8722264214401172
183,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8714743540218866
184,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.870420271542847
185,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.869062981509895
186,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8674009444737876
187,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8654322690293765
188,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,1.0,0.0,-1.8631547059509674
