,Name,sio2,tio2,al2o3,feo,fe2o3,mno,mgo,cao,na2o,k2o,p2o5,h2o,P,T,viscosity,Sc,ref,Name_publi,Date Update,System,LineNumber,Compo_interest,Sciglass
36,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,0.5,1773.0,0.3,,Brearley et al. 1986,1500-Di75-5,,,37,,False
37,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,1.0,1773.0,0.11,,Brearley et al. 1986,1500-Di75-10,,,38,,False
38,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,1.5,1773.0,0.15,,Brearley et al. 1986,1500-Di75-15,,,39,,False
39,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,0.5,1773.0,0.86,,Brearley et al. 1986,1500-Di50-5,,,40,,False
40,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,1.0,1773.0,0.74,,Brearley et al. 1986,1500-Di50-10,,,41,,False
41,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,1.5,1773.0,0.73,,Brearley et al. 1986,1500-Di50-15,,,42,,False
42,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,0.5,1773.0,1.69,,Brearley et al. 1986,1500-Di25-5,,,43,,False
43,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,1.0,1773.0,1.54,,Brearley et al. 1986,1500-Di25-10,,,44,,False
44,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,1.5,1773.0,1.47,,Brearley et al. 1986,1500-Di25-15,,,45,,False
45,staffmnkmcph_50_0_0_0_0_0_25_25_0_0_0_0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.5,1873.0,-0.53,,Brearley et al. 1986,1600-Di100-5,,,46,,False
46,staffmnkmcph_50_0_0_0_0_0_25_25_0_0_0_0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,1873.0,-0.4,,Brearley et al. 1986,1600-Di100-10,,,47,,False
47,staffmnkmcph_50_0_0_0_0_0_25_25_0_0_0_0,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,1.5,1873.0,-0.01,,Brearley et al. 1986,1600-Di100-15,,,48,,False
48,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,0.5,1873.0,-0.31,,Brearley et al. 1986,1600-Di75-5,,,49,,False
49,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,0.5,1873.0,-0.4,,Brearley et al. 1986,1600-Di75-5,,,50,,False
50,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,1.0,1873.0,-0.22,,Brearley et al. 1986,1600-Di75-10,,,51,,False
51,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,1.5,1873.0,-0.36,,Brearley et al. 1986,1600-Di75-15,,,52,,False
52,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,2.0,1873.0,-0.12,,Brearley et al. 1986,1600-Di75-20,,,53,,False
53,staffmnkmcph_56.3_0_3.1_0_0_0_18.8_18.8_3.1_0_0_0,56.25,0.0,3.12,0.0,0.0,0.0,18.75,18.75,3.13,0.0,0.0,0.0,2.5,1873.0,0.02,,Brearley et al. 1986,1600-Di75-25,,,54,,False
54,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,0.5,1873.0,0.57,,Brearley et al. 1986,1600-Di50-5,,,55,,False
55,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,1.0,1873.0,0.41,,Brearley et al. 1986,1600-Di50-10,,,56,,False
56,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,1.5,1873.0,0.34,,Brearley et al. 1986,1600-Di50-15,,,57,,False
57,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,2.0,1873.0,0.18,,Brearley et al. 1986,1600-Di50-20,,,58,,False
58,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,2.0,1873.0,0.11,,Brearley et al. 1986,1600-Di50-20,,,59,,False
59,staffmnkmcph_62.5_0_6.3_0_0_0_12.5_12.5_6.3_0_0_0,62.5,0.0,6.25,0.0,0.0,0.0,12.5,12.5,6.25,0.0,0.0,0.0,2.5,1873.0,0.13,,Brearley et al. 1986,1600-Di50-25,,,60,,False
60,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,0.5,1873.0,1.33,,Brearley et al. 1986,1600-Di25-5,,,61,,False
61,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,1.0,1873.0,1.23,,Brearley et al. 1986,1600-Di25-10,,,62,,False
62,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,1.0,1873.0,1.12,,Brearley et al. 1986,1600-Di25-10,,,63,,False
63,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,1.5,1873.0,1.01,,Brearley et al. 1986,1600-Di25-15,,,64,,False
64,staffmnkmcph_67.8_0_8.9_0_0_0_7.2_7.2_8.9_0_0_0,67.82,0.0,8.91,0.0,0.0,0.0,7.19,7.19,8.9,0.0,0.0,0.0,2.0,1873.0,0.83,,Brearley et al. 1986,1600-Di25-20,,,65,,False
65,staffmnkmcph_75_0_12.5_0_0_0_0_0_12.5_0_0_0,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1.0,1873.0,2.31,,Brearley et al. 1986,1600-Ab100-10,,,66,albite,False
66,staffmnkmcph_75_0_12.5_0_0_0_0_0_12.5_0_0_0,75.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,1.5,1873.0,2.21,,Brearley et al. 1986,1600-Ab100-15,,,67,albite,False
67,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,0.5,1623.0,3.59,,Kushiro 1976,0,,,68,,False
68,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,0.5,1623.0,3.53,,Kushiro 1976,0,,,69,,False
69,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,0.8,1623.0,3.45,,Kushiro 1976,0,,,70,,False
70,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,1.0,1623.0,3.15,,Kushiro 1976,0,,,71,,False
71,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,1.5,1623.0,2.94,,Kushiro 1976,0,,,72,,False
72,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,2.1,1623.0,2.83,,Kushiro 1976,0,,,73,,False
73,staffmnkmcph_74.4_0_15.7_0_0_0_0_0_9.9_0_0_0,74.41,0.0,15.67,0.0,0.0,0.0,0.0,0.0,9.92,0.0,0.0,0.0,2.4,1623.0,2.72,,Kushiro 1976,0,,,74,,False
74,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1036.0,11.58,,Liebske et al. 2003,0,,,75,,False
75,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1054.0,10.77,,Liebske et al. 2003,0,,,76,,False
76,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1065.0,10.45,,Liebske et al. 2003,0,,,77,,False
77,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1075.0,10.16,,Liebske et al. 2003,0,,,78,,False
78,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1084.0,9.87,,Liebske et al. 2003,0,,,79,,False
79,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1096.0,9.55,,Liebske et al. 2003,0,,,80,,False
80,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1106.0,9.3,,Liebske et al. 2003,0,,,81,,False
81,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.1,1116.0,9.06,,Liebske et al. 2003,0,,,82,,False
82,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1036.0,11.32,,Liebske et al. 2003,0,,,83,,False
83,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1054.0,10.83,,Liebske et al. 2003,0,,,84,,False
84,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1062.0,10.3,,Liebske et al. 2003,0,,,85,,False
85,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1065.0,10.44,,Liebske et al. 2003,0,,,86,,False
86,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1074.0,10.15,,Liebske et al. 2003,0,,,87,,False
87,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1083.0,9.74,,Liebske et al. 2003,0,,,88,,False
88,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1088.0,9.63,,Liebske et al. 2003,0,,,89,,False
89,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1094.0,9.48,,Liebske et al. 2003,0,,,90,,False
90,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1103.0,9.25,,Liebske et al. 2003,0,,,91,,False
91,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1113.0,8.99,,Liebske et al. 2003,0,,,92,,False
92,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.2,1123.0,8.75,,Liebske et al. 2003,0,,,93,,False
93,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.3,1081.0,10.02,,Liebske et al. 2003,0,,,94,,False
94,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.3,1091.0,9.72,,Liebske et al. 2003,0,,,95,,False
95,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.3,1100.0,9.44,,Liebske et al. 2003,0,,,96,,False
96,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.3,1110.0,9.17,,Liebske et al. 2003,0,,,97,,False
97,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.3,1120.0,8.91,,Liebske et al. 2003,0,,,98,,False
98,staffmnkmcph_62.6_0_13.6_0_0_0_8.6_10.8_3.4_1.1_0_0,62.55,0.01,13.55,0.02,0.0,0.02,8.55,10.84,3.41,1.07,0.0,0.0,0.3,1130.0,8.67,,Liebske et al. 2003,0,,,99,,False
99,staffmnkmcph_60.3_0_13.1_0_0_0_8.2_10.4_3.3_1_0_3.6,60.28,0.01,13.05,0.02,0.0,0.02,8.24,10.44,3.29,1.03,0.0,3.63,0.2,917.0,10.55,,Liebske et al. 2003,0,,,100,,False
100,staffmnkmcph_60.3_0_13.1_0_0_0_8.2_10.4_3.3_1_0_3.6,60.28,0.01,13.05,0.02,0.0,0.02,8.24,10.44,3.29,1.03,0.0,3.63,0.2,928.0,10.44,,Liebske et al. 2003,0,,,101,,False
101,staffmnkmcph_60.3_0_13.1_0_0_0_8.2_10.4_3.3_1_0_3.6,60.28,0.01,13.05,0.02,0.0,0.02,8.24,10.44,3.29,1.03,0.0,3.63,0.2,937.0,10.07,,Liebske et al. 2003,0,,,102,,False
102,staffmnkmcph_60.3_0_13.1_0_0_0_8.2_10.4_3.3_1_0_3.6,60.28,0.01,13.05,0.02,0.0,0.02,8.24,10.44,3.29,1.03,0.0,3.63,0.2,935.0,9.97,,Liebske et al. 2003,0,,,103,,False
103,staffmnkmcph_60.3_0_13.1_0_0_0_8.2_10.4_3.3_1_0_3.6,60.28,0.01,13.05,0.02,0.0,0.02,8.24,10.44,3.29,1.03,0.0,3.63,0.2,954.0,9.54,,Liebske et al. 2003,0,,,104,,False
