,Name,sio2,tio2,al2o3,feo,fe2o3,mno,mgo,cao,na2o,k2o,p2o5,h2o,P,T,viscosity,Sc,ref,Name_publi,Date Update,System,LineNumber,Compo_interest,Sciglass
281,staffmnkmcph_73.9_0_12.1_0_0.1_0_0_0_0_12.3_0_1.6,73.92,0.0,12.08,0.01,0.09,0.0,0.0,0.02,0.04,12.31,0.0,1.56,2.0,1773.0,2.1,,White and Montana 1990,0,,,282,,False
282,staffmnkmcph_73.9_0_12.1_0_0.1_0_0_0_0_12.3_0_1.6,73.92,0.0,12.08,0.01,0.09,0.0,0.0,0.02,0.04,12.31,0.0,1.56,2.5,1773.0,1.94,,White and Montana 1990,0,,,283,,False
283,staffmnkmcph_72.3_0_11.8_0_0.1_0_0_0_0_12_0_3.7,72.3,0.0,11.82,0.01,0.09,0.0,0.0,0.02,0.04,12.04,0.0,3.72,2.0,1773.0,1.78,,White and Montana 1990,0,,,284,,False
284,staffmnkmcph_72.3_0_11.8_0_0.1_0_0_0_0_12_0_3.7,72.3,0.0,11.82,0.01,0.09,0.0,0.0,0.02,0.04,12.04,0.0,3.72,2.5,1773.0,1.74,,White and Montana 1990,0,,,285,,False
285,staffmnkmcph_69.7_0_11.4_0_0.1_0_0_0_0_11.6_0_7.2,69.7,0.0,11.39,0.01,0.09,0.0,0.0,0.02,0.04,11.61,0.0,7.17,2.0,1773.0,1.3,,White and Montana 1990,0,,,286,,False
286,staffmnkmcph_69.7_0_11.4_0_0.1_0_0_0_0_11.6_0_7.2,69.7,0.0,11.39,0.01,0.09,0.0,0.0,0.02,0.04,11.61,0.0,7.17,2.5,1773.0,1.3,,White and Montana 1990,0,,,287,,False
287,staffmnkmcph_73.2_0_12.4_0_0_0_0_0_12.2_0_0_2.3,73.17,0.0,12.37,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,2.3,0.4,1548.0,3.64,,Holtz et al. 1999,0,,,288,,False
288,staffmnkmcph_73.2_0_12.4_0_0_0_0_0_12.2_0_0_2.3,73.17,0.0,12.37,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,2.3,0.4,1548.0,3.67,,Holtz et al. 1999,0,,,289,,False
289,staffmnkmcph_73.2_0_12.4_0_0_0_0_0_12.2_0_0_2.3,73.17,0.0,12.37,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,2.3,0.4,1598.0,3.46,,Holtz et al. 1999,0,,,290,,False
290,staffmnkmcph_73.2_0_12.4_0_0_0_0_0_12.2_0_0_2.3,73.17,0.0,12.37,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,2.3,0.4,1598.0,3.46,,Holtz et al. 1999,0,,,291,,False
291,staffmnkmcph_73.2_0_12.4_0_0_0_0_0_12.2_0_0_2.3,73.17,0.0,12.37,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,2.3,0.3,1648.0,3.22,,Holtz et al. 1999,0,,,292,,False
292,staffmnkmcph_73.2_0_12.4_0_0_0_0_0_12.2_0_0_2.3,73.17,0.0,12.37,0.0,0.0,0.0,0.0,0.0,12.15,0.0,0.0,2.3,0.3,1648.0,3.23,,Holtz et al. 1999,0,,,293,,False
293,staffmnkmcph_67.8_0_11.3_0_0_0_0_0_11.3_0_0_9.5,67.84,0.0,11.33,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,9.52,0.3,1253.0,4.01,,Holtz et al. 1999,0,,,294,,False
294,staffmnkmcph_67.8_0_11.3_0_0_0_0_0_11.3_0_0_9.5,67.84,0.0,11.33,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,9.52,0.3,1413.0,3.22,,Holtz et al. 1999,0,,,295,,False
295,staffmnkmcph_67.8_0_11.3_0_0_0_0_0_11.3_0_0_9.5,67.84,0.0,11.33,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,9.52,0.3,1473.0,2.99,,Holtz et al. 1999,0,,,296,,False
296,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1388.0,3.75,,Holtz et al. 1999,0,,,297,,False
297,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1388.0,3.72,,Holtz et al. 1999,0,,,298,,False
298,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1473.0,3.29,,Holtz et al. 1999,0,,,299,,False
299,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1473.0,3.29,,Holtz et al. 1999,0,,,300,,False
300,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1580.0,2.84,,Holtz et al. 1999,0,,,301,,False
301,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1580.0,2.84,,Holtz et al. 1999,0,,,302,,False
302,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1580.0,2.84,,Holtz et al. 1999,0,,,303,,False
303,staffmnkmcph_75.4_0_7.8_0_0_0_0_0_7.5_0_0_9.3,75.39,0.0,7.82,0.0,0.0,0.0,0.0,0.0,7.51,0.0,0.0,9.28,0.3,1580.0,2.85,,Holtz et al. 1999,0,,,304,,False
304,staffmnkmcph_79.5_0_5.9_0_0_0_0_0_5.5_0_0_9.2,79.45,0.0,5.87,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,9.2,0.2,1408.0,3.94,,Holtz et al. 1999,0,,,305,,False
305,staffmnkmcph_79.5_0_5.9_0_0_0_0_0_5.5_0_0_9.2,79.45,0.0,5.87,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,9.2,0.2,1408.0,3.93,,Holtz et al. 1999,0,,,306,,False
306,staffmnkmcph_79.5_0_5.9_0_0_0_0_0_5.5_0_0_9.2,79.45,0.0,5.87,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,9.2,0.2,1473.0,3.64,,Holtz et al. 1999,0,,,307,,False
307,staffmnkmcph_79.5_0_5.9_0_0_0_0_0_5.5_0_0_9.2,79.45,0.0,5.87,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,9.2,0.2,1473.0,3.65,,Holtz et al. 1999,0,,,308,,False
308,staffmnkmcph_79.5_0_5.9_0_0_0_0_0_5.5_0_0_9.2,79.45,0.0,5.87,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,9.2,0.2,1578.0,3.2,,Holtz et al. 1999,0,,,309,,False
309,staffmnkmcph_79.5_0_5.9_0_0_0_0_0_5.5_0_0_9.2,79.45,0.0,5.87,0.0,0.0,0.0,0.0,0.0,5.49,0.0,0.0,9.2,0.2,1578.0,3.18,,Holtz et al. 1999,0,,,310,,False
310,staffmnkmcph_74.7_0_13.3_0_0_0_0_0_12_0_0_0,74.69,0.0,13.29,0.0,0.0,0.0,0.0,0.0,12.02,0.0,0.0,0.0,0.8,1873.0,2.65,,Dingwell 1987,0,,,311,,False
311,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,0.3,1373.0,3.55,,Dingwell 1987,0,,,312,,False
312,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,0.3,1473.0,2.85,,Dingwell 1987,0,,,313,,False
313,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,0.8,1473.0,3.1,,Dingwell 1987,0,,,314,,False
314,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,0.8,1673.0,1.81,,Dingwell 1987,0,,,315,,False
315,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,1.5,1473.0,2.7,,Dingwell 1987,0,,,316,,False
316,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,1.5,1673.0,1.57,,Dingwell 1987,0,,,317,,False
317,staffmnkmcph_67.8_0_12.1_0_0_0_0_0_10.9_0_0_9.3,67.77,0.0,12.06,0.0,0.0,0.0,0.0,0.0,10.91,0.0,0.0,9.26,2.3,1673.0,1.6,,Dingwell 1987,0,,,318,,False
318,staffmnkmcph_62_0_11_0_0_0_0_0_10_0_0_17,62.03,0.0,11.04,0.0,0.0,0.0,0.0,0.0,9.98,0.0,0.0,16.95,0.8,1273.0,2.75,,Dingwell 1987,0,,,319,,False
319,staffmnkmcph_62_0_11_0_0_0_0_0_10_0_0_17,62.03,0.0,11.04,0.0,0.0,0.0,0.0,0.0,9.98,0.0,0.0,16.95,0.8,1473.0,1.76,,Dingwell 1987,0,,,320,,False
320,staffmnkmcph_57.2_0_10.2_0_0_0_0_0_9.2_0_0_23.4,57.2,0.0,10.18,0.0,0.0,0.0,0.0,0.0,9.21,0.0,0.0,23.41,0.8,1273.0,2.45,,Dingwell 1987,0,,,321,,False
321,staffmnkmcph_57.2_0_10.2_0_0_0_0_0_9.2_0_0_23.4,57.2,0.0,10.18,0.0,0.0,0.0,0.0,0.0,9.21,0.0,0.0,23.41,0.8,1473.0,1.35,,Dingwell 1987,0,,,322,,False
322,staffmnkmcph_85.6_0_0_0_0_0_0_0_0_13.7_0_0.7,85.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66,0.0,0.71,0.2,1273.0,2.88,,Persikov 1991,0,,,323,,False
323,staffmnkmcph_74.7_0_13.3_0_0_0_0_0_12_0_0_0,74.69,0.0,13.29,0.0,0.0,0.0,0.0,0.0,12.02,0.0,0.0,0.0,0.4,1673.0,4.02,,Persikov 1991,0,,,324,,False
324,staffmnkmcph_69.8_0_12.4_0_0_0_0_0_11.2_0_0_6.5,69.84,0.0,12.43,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,6.5,0.1,1373.0,4.26,,Persikov 1991,0,,,325,,False
325,staffmnkmcph_69.8_0_12.4_0_0_0_0_0_11.2_0_0_6.5,69.84,0.0,12.43,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,6.5,0.1,1523.0,3.46,,Persikov 1991,0,,,326,,False
326,staffmnkmcph_64.1_0_11.4_0_0_0_0_0_10.3_0_0_14.1,64.13,0.0,11.41,0.0,0.0,0.0,0.0,0.0,10.32,0.0,0.0,14.13,0.2,1273.0,3.82,,Persikov 1991,0,,,327,,False
327,staffmnkmcph_64.1_0_11.4_0_0_0_0_0_10.3_0_0_14.1,64.13,0.0,11.41,0.0,0.0,0.0,0.0,0.0,10.32,0.0,0.0,14.13,0.2,1473.0,2.75,,Persikov 1991,0,,,328,,False
328,staffmnkmcph_59.6_0_10.6_0_0_0_0_0_9.6_0_0_20.2,59.64,0.0,10.61,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,20.15,0.4,1273.0,2.71,,Persikov 1991,0,,,329,,False
329,staffmnkmcph_59.6_0_10.6_0_0_0_0_0_9.6_0_0_20.2,59.64,0.0,10.61,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,20.15,0.4,1473.0,1.84,,Persikov 1991,0,,,330,,False
330,staffmnkmcph_69.8_0_12.4_0_0_0_0_0_11.2_0_0_6.5,69.84,0.0,12.43,0.0,0.0,0.0,0.0,0.0,11.24,0.0,0.0,6.5,0.4,1473.0,3.35,,Persikov 1991,0,,,331,,False
331,staffmnkmcph_74.6_0.2_8.2_0.4_1_0_0.3_1.9_3.7_2.7_0_7.1,74.64,0.15,8.17,0.41,0.98,0.0,0.26,1.85,3.74,2.67,0.0,7.14,0.1,1073.0,5.1,,Persikov 1991,0,,,332,,False
332,staffmnkmcph_74.6_0.2_8.2_0.4_1_0_0.3_1.9_3.7_2.7_0_7.1,74.64,0.15,8.17,0.41,0.98,0.0,0.26,1.85,3.74,2.67,0.0,7.14,0.1,1373.0,3.25,,Persikov 1991,0,,,333,,False
333,staffmnkmcph_71.7_0.1_7.9_0.4_0.9_0_0.3_1.8_3.6_2.6_0_10.8,71.72,0.14,7.85,0.39,0.94,0.0,0.25,1.77,3.59,2.57,0.0,10.78,0.1,1073.0,4.8,,Persikov 1991,0,,,334,,False
334,staffmnkmcph_71.7_0.1_7.9_0.4_0.9_0_0.3_1.8_3.6_2.6_0_10.8,71.72,0.14,7.85,0.39,0.94,0.0,0.25,1.77,3.59,2.57,0.0,10.78,0.1,1473.0,2.25,,Persikov 1991,0,,,335,,False
335,staffmnkmcph_67.5_0.1_7.4_0.4_0.9_0_0.2_1.7_3.4_2.4_0_16,67.53,0.13,7.39,0.37,0.89,0.0,0.23,1.67,3.38,2.42,0.0,15.99,0.2,1073.0,3.97,,Persikov 1991,0,,,336,,False
336,staffmnkmcph_67.5_0.1_7.4_0.4_0.9_0_0.2_1.7_3.4_2.4_0_16,67.53,0.13,7.39,0.37,0.89,0.0,0.23,1.67,3.38,2.42,0.0,15.99,0.2,1473.0,1.67,,Persikov 1991,0,,,337,,False
337,staffmnkmcph_55.4_0.1_6.1_0.3_0.7_0_0.2_1.4_2.8_2_0_31.1,55.42,0.11,6.07,0.3,0.73,0.0,0.19,1.37,2.77,1.98,0.0,31.05,0.7,1123.0,3.2,,Persikov 1991,0,,,338,,False
338,staffmnkmcph_55.4_0.1_6.1_0.3_0.7_0_0.2_1.4_2.8_2_0_31.1,55.42,0.11,6.07,0.3,0.73,0.0,0.19,1.37,2.77,1.98,0.0,31.05,0.7,1223.0,2.4,,Persikov 1991,0,,,339,,False
339,staffmnkmcph_74.6_0.2_8.2_0.4_1_0_0.3_1.9_3.7_2.7_0_7.1,74.64,0.15,8.17,0.41,0.98,0.0,0.26,1.85,3.74,2.67,0.0,7.14,0.1,1373.0,4.04,,Persikov 1991,0,,,340,,False
340,staffmnkmcph_74.6_0.2_8.2_0.4_1_0_0.3_1.9_3.7_2.7_0_7.1,74.64,0.15,8.17,0.41,0.98,0.0,0.26,1.85,3.74,2.67,0.0,7.14,0.1,1523.0,3.36,,Persikov 1991,0,,,341,,False
341,staffmnkmcph_66.7_0.1_7.3_0.4_0.9_0_0.2_1.7_3.3_2.4_0_17,66.71,0.13,7.3,0.37,0.88,0.0,0.23,1.65,3.34,2.39,0.0,17.01,0.2,1223.0,3.65,,Persikov 1991,0,,,342,,False
342,staffmnkmcph_66.7_0.1_7.3_0.4_0.9_0_0.2_1.7_3.3_2.4_0_17,66.71,0.13,7.3,0.37,0.88,0.0,0.23,1.65,3.34,2.39,0.0,17.01,0.2,1373.0,2.85,,Persikov 1991,0,,,343,,False
343,staffmnkmcph_60.6_0.1_6.6_0.3_0.8_0_0.2_1.5_3_2.2_0_24.6,60.63,0.12,6.64,0.33,0.8,0.0,0.21,1.5,3.03,2.17,0.0,24.58,0.4,1173.0,3.1,,Persikov 1991,0,,,344,,False
344,staffmnkmcph_60.6_0.1_6.6_0.3_0.8_0_0.2_1.5_3_2.2_0_24.6,60.63,0.12,6.64,0.33,0.8,0.0,0.21,1.5,3.03,2.17,0.0,24.58,0.4,1373.0,2.5,,Persikov 1991,0,,,345,,False
345,staffmnkmcph_74.6_0.2_8.2_0.4_1_0_0.3_1.9_3.7_2.7_0_7.1,74.64,0.15,8.17,0.41,0.98,0.0,0.26,1.85,3.74,2.67,0.0,7.14,0.4,1373.0,3.66,,Persikov 1991,0,,,346,,False
346,staffmnkmcph_74.6_0.2_8.2_0.4_1_0_0.3_1.9_3.7_2.7_0_7.1,74.64,0.15,8.17,0.41,0.98,0.0,0.26,1.85,3.74,2.67,0.0,7.14,0.4,1473.0,3.11,,Persikov 1991,0,,,347,,False
347,staffmnkmcph_67.5_0.1_7.4_0.4_0.9_0_0.2_1.7_3.4_2.4_0_16,67.53,0.13,7.39,0.37,0.89,0.0,0.23,1.67,3.38,2.42,0.0,15.99,0.2,1173.0,4.2,,Persikov 1991,0,,,348,,False
348,staffmnkmcph_67.5_0.1_7.4_0.4_0.9_0_0.2_1.7_3.4_2.4_0_16,67.53,0.13,7.39,0.37,0.89,0.0,0.23,1.67,3.38,2.42,0.0,15.99,0.2,1473.0,2.58,,Persikov 1991,0,,,349,,False
349,staffmnkmcph_67.4_0.1_7.4_0.4_0.9_0_0.2_1.7_3.4_2.4_0_16.1,67.42,0.13,7.38,0.37,0.89,0.0,0.23,1.67,3.37,2.41,0.0,16.12,0.2,1273.0,3.62,,Persikov 1991,0,,,350,,False
350,staffmnkmcph_67.4_0.1_7.4_0.4_0.9_0_0.2_1.7_3.4_2.4_0_16.1,67.42,0.13,7.38,0.37,0.89,0.0,0.23,1.67,3.37,2.41,0.0,16.12,0.2,1523.0,2.7,,Persikov 1991,0,,,351,,False
351,staffmnkmcph_61_0.1_6.7_0.3_0.8_0_0.2_1.5_3.1_2.2_0_24.2,60.96,0.12,6.67,0.33,0.8,0.0,0.21,1.51,3.05,2.18,0.0,24.16,0.4,1173.0,3.03,,Persikov 1991,0,,,352,,False
352,staffmnkmcph_61_0.1_6.7_0.3_0.8_0_0.2_1.5_3.1_2.2_0_24.2,60.96,0.12,6.67,0.33,0.8,0.0,0.21,1.51,3.05,2.18,0.0,24.16,0.4,1373.0,2.35,,Persikov 1991,0,,,353,,False
353,staffmnkmcph_65.3_0.1_7.2_0.4_0.9_0_0.2_1.6_3.3_2.3_0_18.7,65.32,0.13,7.15,0.36,0.86,0.0,0.23,1.62,3.27,2.34,0.0,18.74,0.2,1173.0,3.66,,Persikov 1991,0,,,354,,False
354,staffmnkmcph_65.3_0.1_7.2_0.4_0.9_0_0.2_1.6_3.3_2.3_0_18.7,65.32,0.13,7.15,0.36,0.86,0.0,0.23,1.62,3.27,2.34,0.0,18.74,0.2,1473.0,2.36,,Persikov 1991,0,,,355,,False
355,staffmnkmcph_64.7_0.5_12.4_3.6_1.6_0_5.7_7.3_3.5_0.7_0_0,64.71,0.53,12.36,3.6,1.64,0.0,5.73,7.3,3.47,0.65,0.0,0.0,0.4,1573.0,2.15,,Persikov 1991,0,,,356,,False
356,staffmnkmcph_64.7_0.5_12.4_3.6_1.6_0_5.7_7.3_3.5_0.7_0_0,64.71,0.53,12.36,3.6,1.64,0.0,5.73,7.3,3.47,0.65,0.0,0.0,0.4,1623.0,1.86,,Persikov 1991,0,,,357,,False
357,staffmnkmcph_62.4_0.5_11.9_3.5_1.6_0_5.5_7_3.4_0.6_0_3.6,62.41,0.51,11.92,3.48,1.58,0.0,5.53,7.04,3.35,0.63,0.0,3.55,0.025,1423.0,2.5,,Persikov 1991,0,,,358,,False
358,staffmnkmcph_62.4_0.5_11.9_3.5_1.6_0_5.5_7_3.4_0.6_0_3.6,62.41,0.51,11.92,3.48,1.58,0.0,5.53,7.04,3.35,0.63,0.0,3.55,0.025,1473.0,2.25,,Persikov 1991,0,,,359,,False
359,staffmnkmcph_62.4_0.5_11.9_3.5_1.6_0_5.5_7_3.4_0.6_0_3.6,62.41,0.51,11.92,3.48,1.58,0.0,5.53,7.04,3.35,0.63,0.0,3.55,0.3,1373.0,2.64,,Persikov 1991,0,,,360,,False
360,staffmnkmcph_62.4_0.5_11.9_3.5_1.6_0_5.5_7_3.4_0.6_0_3.6,62.41,0.51,11.92,3.48,1.58,0.0,5.53,7.04,3.35,0.63,0.0,3.55,0.3,1473.0,2.01,,Persikov 1991,0,,,361,,False
361,staffmnkmcph_55.3_0.5_10.6_3.1_1.4_0_4.9_6.3_3_0.6_0_14.5,55.33,0.45,10.57,3.08,1.4,0.0,4.9,6.25,2.97,0.55,0.0,14.5,0.2,1373.0,1.8,,Persikov 1991,0,,,362,,False
362,staffmnkmcph_55.3_0.5_10.6_3.1_1.4_0_4.9_6.3_3_0.6_0_14.5,55.33,0.45,10.57,3.08,1.4,0.0,4.9,6.25,2.97,0.55,0.0,14.5,0.2,1473.0,1.45,,Persikov 1991,0,,,363,,False
363,staffmnkmcph_59.6_0.9_11.3_1_3.1_0_9.1_9.9_3.9_1.2_0_0,59.6,0.88,11.34,1.03,3.12,0.0,9.06,9.92,3.87,1.16,0.0,0.0,0.4,1473.0,2.4,,Persikov 1991,0,,,364,,False
364,staffmnkmcph_59.6_0.9_11.3_1_3.1_0_9.1_9.9_3.9_1.2_0_0,59.6,0.88,11.34,1.03,3.12,0.0,9.06,9.92,3.87,1.16,0.0,0.0,0.4,1573.0,1.94,,Persikov 1991,0,,,365,,False
365,staffmnkmcph_54.5_0.8_10.4_1_2.9_0_8.3_9.1_3.6_1.1_0_8.5,54.54,0.8,10.38,0.95,2.86,0.0,8.29,9.08,3.55,1.07,0.0,8.49,0.1,1373.0,1.74,,Persikov 1991,0,,,366,,False
366,staffmnkmcph_54.5_0.8_10.4_1_2.9_0_8.3_9.1_3.6_1.1_0_8.5,54.54,0.8,10.38,0.95,2.86,0.0,8.29,9.08,3.55,1.07,0.0,8.49,0.1,1573.0,0.91,,Persikov 1991,0,,,367,,False
367,staffmnkmcph_54.5_0.8_10.4_1_2.9_0_8.3_9.1_3.6_1.1_0_8.5,54.54,0.8,10.38,0.95,2.86,0.0,8.29,9.08,3.55,1.07,0.0,8.49,0.4,1373.0,1.42,,Persikov 1991,0,,,368,,False
368,staffmnkmcph_54.5_0.8_10.4_1_2.9_0_8.3_9.1_3.6_1.1_0_8.5,54.54,0.8,10.38,0.95,2.86,0.0,8.29,9.08,3.55,1.07,0.0,8.49,0.4,1573.0,0.8,,Persikov 1991,0,,,369,,False
369,staffmnkmcph_48.2_0.7_9.2_0.8_2.5_0_7.3_8_3.1_0.9_0_19.1,48.21,0.71,9.18,0.84,2.53,0.0,7.33,8.03,3.13,0.94,0.0,19.1,0.4,1273.0,1.3,,Persikov 1991,0,,,370,,False
370,staffmnkmcph_48.2_0.7_9.2_0.8_2.5_0_7.3_8_3.1_0.9_0_19.1,48.21,0.71,9.18,0.84,2.53,0.0,7.33,8.03,3.13,0.94,0.0,19.1,0.4,1573.0,0.27,,Persikov 1991,0,,,371,,False
371,staffmnkmcph_51_1_9.7_5.2_2.1_0_14.3_13.5_2.5_0.1_0_0.8,50.96,0.99,9.65,5.19,2.11,0.0,14.31,13.5,2.46,0.05,0.0,0.78,0.01,1373.0,1.86,,Persikov 1991,0,,,372,,False
372,staffmnkmcph_51_1_9.7_5.2_2.1_0_14.3_13.5_2.5_0.1_0_0.8,50.96,0.99,9.65,5.19,2.11,0.0,14.31,13.5,2.46,0.05,0.0,0.78,0.01,1523.0,1.3,,Persikov 1991,0,,,373,,False
373,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,1.3,1583.0,0.78,,Suzuki 2019b,0,,,374,jadeite,False
374,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,2.3,1743.0,0.15,,Suzuki 2019b,0,,,375,jadeite,False
375,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,3.3,1723.0,-0.03,,Suzuki 2019b,0,,,376,jadeite,False
376,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,4.8,1903.0,-0.49,,Suzuki 2019b,0,,,377,jadeite,False
377,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,5.7,1933.0,-0.42,,Suzuki 2019b,0,,,378,jadeite,False
378,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,6.2,1993.0,-0.64,,Suzuki 2019b,0,,,379,jadeite,False
379,staffmnkmcph_66.7_16.7_0_0_0_0_0_0_0_16.7_0_0,66.67,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.67,0.0,0.0,7.4,2133.0,0.3,,Suzuki 2019b,0,,,380,jadeite,False
380,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,1.2,1573.0,0.87,,Suzuki 2019a,0,,,381,,False
381,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,1.3,1673.0,0.61,,Suzuki 2019a,0,,,382,,False
382,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,2.3,1743.0,0.03,,Suzuki 2019a,0,,,383,,False
383,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,3.0,1773.0,-0.14,,Suzuki 2019a,0,,,384,,False
384,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,3.8,1773.0,-0.21,,Suzuki 2019a,0,,,385,,False
385,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,4.8,1873.0,0.25,,Suzuki 2019a,0,,,386,,False
386,staffmnkmcph_49.4_0_7.4_0_0_0_0_37_6.2_0_0_0,49.39,0.0,7.41,0.0,0.0,0.0,0.0,37.04,6.16,0.0,0.0,0.0,5.6,1948.0,0.3,,Suzuki 2019a,0,,,387,,False
387,staffmnkmcph_67.3_0_11.1_0_0_0_7.3_7.3_7_0_0_0,67.3,0.0,11.1,0.0,0.0,0.0,7.28,7.29,7.03,0.0,0.0,0.0,3.0,2023.0,0.48,,Suzuki et al. 2005,S359,,,388,,False
388,staffmnkmcph_67.3_0_11.1_0_0_0_7.3_7.3_7_0_0_0,67.3,0.0,11.1,0.0,0.0,0.0,7.28,7.29,7.03,0.0,0.0,0.0,3.3,2013.0,0.07,,Suzuki et al. 2005,S362,,,389,,False
389,staffmnkmcph_67.3_0_11.1_0_0_0_7.3_7.3_7_0_0_0,67.3,0.0,11.1,0.0,0.0,0.0,7.28,7.29,7.03,0.0,0.0,0.0,3.8,2003.0,-0.08,,Suzuki et al. 2005,S353,,,390,,False
