,sio2,tio2,al2o3,feo,fe2o3,mno,na2o,k2o,mgo,cao,p2o5,h2o,T,viscosity,Author,Year
5673,64.3,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1543.15048828125,3,Tunker G.,1982
5674,64.3,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1449.9430908203126,4,Tunker G.,1982
5675,64.3,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1367.354833984375,5,Tunker G.,1982
5676,64.3,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1293.6688598632813,6,Tunker G.,1982
5677,67.1,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,1583.1496337890626,3,Tunker G.,1982
5678,67.1,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,1484.7323974609376,4,Tunker G.,1982
5679,67.1,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,1397.8364013671876,5,Tunker G.,1982
5680,67.1,0.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,20.2,0.0,0.0,1320.550390625,6,Tunker G.,1982
5681,42.82,0.0,6.31,0.0,0.0,0.0,8.53,0.0,19.14,23.2,0.0,0.0,1119.4795288085938,5,Pavlushkin N.M.,1979
5682,42.82,0.0,6.31,0.0,0.0,0.0,8.53,0.0,19.14,23.2,0.0,0.0,1067.1590942382813,6,Pavlushkin N.M.,1979
5683,42.82,0.0,6.31,0.0,0.0,0.0,8.53,0.0,19.14,23.2,0.0,0.0,1025.7505859375,7,Pavlushkin N.M.,1979
5684,42.82,0.0,6.31,0.0,0.0,0.0,8.53,0.0,19.14,23.2,0.0,0.0,992.1626953125,8,Pavlushkin N.M.,1979
5685,42.82,0.0,6.31,0.0,0.0,0.0,8.53,0.0,19.14,23.2,0.0,0.0,964.3710083007812,9,Pavlushkin N.M.,1979
5686,42.82,0.0,6.31,0.0,0.0,0.0,8.53,0.0,19.14,23.2,0.0,0.0,940.9943603515625,10,Pavlushkin N.M.,1979
5687,19.29,0.0,16.42,0.0,0.0,0.0,0.0,0.0,0.0,64.29,0.0,0.0,1777.080908203125,0,Skryabin V.G.,1972
5688,64.37,0.0,12.64,0.0,0.0,0.0,0.0,0.0,0.0,22.99,0.0,0.0,1920.702734375,1,Skryabin V.G.,1972
5689,64.37,0.0,12.64,0.0,0.0,0.0,0.0,0.0,0.0,22.99,0.0,0.0,1732.7245849609376,2,Skryabin V.G.,1972
5690,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,1477.222998046875,2,Fromberg B.M.,1941
5691,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,1325.59091796875,3,Fromberg B.M.,1941
5692,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,1209.8161376953124,4,Fromberg B.M.,1941
5693,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,1118.5244506835938,5,Fromberg B.M.,1941
5694,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,1044.692236328125,6,Fromberg B.M.,1941
5695,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,983.7480224609375,7,Fromberg B.M.,1941
5696,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,932.5881103515625,8,Fromberg B.M.,1941
5697,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,889.0314086914062,9,Fromberg B.M.,1941
5698,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,851.5001586914062,10,Fromberg B.M.,1941
5699,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,818.8249267578125,11,Fromberg B.M.,1941
5700,72.83,0.0,0.0,0.0,0.0,0.0,13.54,2.55,5.21,5.88,0.0,0.0,790.1205810546875,12,Fromberg B.M.,1941
5701,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,1463.144873046875,2,Fromberg B.M.,1941
5702,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,1288.956884765625,3,Fromberg B.M.,1941
5703,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,1166.0460571289063,4,Fromberg B.M.,1941
5704,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,1074.6752075195313,5,Fromberg B.M.,1941
5705,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,1004.0846923828125,6,Fromberg B.M.,1941
5706,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,947.90927734375,7,Fromberg B.M.,1941
5707,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,902.1425537109375,8,Fromberg B.M.,1941
5708,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,864.13681640625,9,Fromberg B.M.,1941
5709,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,832.0723022460937,10,Fromberg B.M.,1941
5710,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,804.6568359375,11,Fromberg B.M.,1941
5711,71.88,0.0,0.0,0.0,0.0,0.0,17.18,0.0,5.14,5.8,0.0,0.0,780.9476684570313,12,Fromberg B.M.,1941
5712,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,1460.52890625,2,Fromberg B.M.,1941
5713,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,1291.2964233398438,3,Fromberg B.M.,1941
5714,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,1170.5340942382813,4,Fromberg B.M.,1941
5715,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,1080.0267700195313,5,Fromberg B.M.,1941
5716,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,1009.6703247070312,6,Fromberg B.M.,1941
5717,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,953.4092163085937,7,Fromberg B.M.,1941
5718,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,907.3932861328125,8,Fromberg B.M.,1941
5719,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,869.0575927734375,9,Fromberg B.M.,1941
5720,72.59,0.0,0.0,0.0,0.0,0.0,14.46,1.9,5.19,5.86,0.0,0.0,836.6274169921875,10,Fromberg B.M.,1941
5721,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,1521.1071533203126,2,Fromberg B.M.,1941
5722,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,1332.630712890625,3,Fromberg B.M.,1941
5723,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,1200.5763305664063,4,Fromberg B.M.,1941
5724,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,1102.9069580078126,5,Fromberg B.M.,1941
5725,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,1027.739599609375,6,Fromberg B.M.,1941
5726,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,968.101171875,7,Fromberg B.M.,1941
5727,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,919.6300415039062,8,Fromberg B.M.,1941
5728,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,879.4580444335937,9,Fromberg B.M.,1941
5729,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,845.621923828125,10,Fromberg B.M.,1941
5730,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,816.7322143554687,11,Fromberg B.M.,1941
5731,73.31,0.0,0.0,0.0,0.0,0.0,11.68,3.84,5.24,5.92,0.0,0.0,791.778173828125,12,Fromberg B.M.,1941
5732,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,1552.533544921875,2,Fromberg B.M.,1941
5733,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,1355.1138671875,3,Fromberg B.M.,1941
5734,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,1218.292333984375,4,Fromberg B.M.,1941
5735,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,1117.8804077148438,5,Fromberg B.M.,1941
5736,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,1041.0512451171876,6,Fromberg B.M.,1941
5737,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,980.3700317382812,7,Fromberg B.M.,1941
5738,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,931.229833984375,8,Fromberg B.M.,1941
5739,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,890.6241821289062,9,Fromberg B.M.,1941
5740,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,856.5072387695312,10,Fromberg B.M.,1941
5741,74.05,0.0,0.0,0.0,0.0,0.0,8.85,5.82,5.29,5.98,0.0,0.0,827.4387573242187,11,Fromberg B.M.,1941
5742,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,1568.3796142578126,2,Fromberg B.M.,1941
5743,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,1379.5632080078126,3,Fromberg B.M.,1941
5744,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,1244.4009155273438,4,Fromberg B.M.,1941
5745,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,1142.8683837890626,5,Fromberg B.M.,1941
5746,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,1063.803076171875,6,Fromberg B.M.,1941
5747,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,1000.4905151367187,7,Fromberg B.M.,1941
5748,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,948.6494506835937,8,Fromberg B.M.,1941
5749,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,905.4210571289062,9,Fromberg B.M.,1941
5750,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,868.8237060546875,10,Fromberg B.M.,1941
5751,74.81,0.0,0.0,0.0,0.0,0.0,5.96,7.84,5.35,6.04,0.0,0.0,837.4402221679687,11,Fromberg B.M.,1941
5752,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,1431.0207275390626,3,Fromberg B.M.,1941
5753,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,1294.6044067382813,4,Fromberg B.M.,1941
5754,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,1190.2270263671876,5,Fromberg B.M.,1941
5755,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,1107.7875732421876,6,Fromberg B.M.,1941
5756,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,1041.0275634765626,7,Fromberg B.M.,1941
5757,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,985.862158203125,8,Fromberg B.M.,1941
5758,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,939.5121215820312,9,Fromberg B.M.,1941
5759,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,900.020849609375,10,Fromberg B.M.,1941
5760,75.58,0.0,0.0,0.0,0.0,0.0,3.01,9.91,5.4,6.1,0.0,0.0,865.9707397460937,11,Fromberg B.M.,1941
5761,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,1464.6586669921876,3,Fromberg B.M.,1941
5762,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,1337.015966796875,4,Fromberg B.M.,1941
5763,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,1236.1760620117188,5,Fromberg B.M.,1941
5764,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,1154.4987548828126,6,Fromberg B.M.,1941
5765,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,1086.995947265625,7,Fromberg B.M.,1941
5766,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,1030.272314453125,8,Fromberg B.M.,1941
5767,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,981.936865234375,9,Fromberg B.M.,1941
5768,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,940.2571166992187,10,Fromberg B.M.,1941
5769,76.37,0.0,0.0,0.0,0.0,0.0,0.0,12.01,5.46,6.16,0.0,0.0,903.9468139648437,11,Fromberg B.M.,1941
5770,66.59,0.0,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0,913.129736328125,6,Liska M.,1996
5771,66.59,0.0,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0,859.7015747070312,7,Liska M.,1996
5772,66.59,0.0,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0,821.595556640625,8,Liska M.,1996
5773,66.59,0.0,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0,793.0470947265625,9,Liska M.,1996
5774,66.59,0.0,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0,770.8610900878906,10,Liska M.,1996
5775,66.59,0.0,0.0,0.0,0.0,0.0,33.41,0.0,0.0,0.0,0.0,0.0,753.1238464355469,11,Liska M.,1996
5776,65.22,5.13,0.0,0.0,0.0,0.0,29.65,0.0,0.0,0.0,0.0,0.0,903.9718383789062,6,Liska M.,1996
5777,65.22,5.13,0.0,0.0,0.0,0.0,29.65,0.0,0.0,0.0,0.0,0.0,864.7372192382812,7,Liska M.,1996
5778,65.22,5.13,0.0,0.0,0.0,0.0,29.65,0.0,0.0,0.0,0.0,0.0,833.6807006835937,8,Liska M.,1996
5779,65.22,5.13,0.0,0.0,0.0,0.0,29.65,0.0,0.0,0.0,0.0,0.0,808.486669921875,9,Liska M.,1996
5780,65.22,5.13,0.0,0.0,0.0,0.0,29.65,0.0,0.0,0.0,0.0,0.0,787.6383422851562,10,Liska M.,1996
5781,65.22,5.13,0.0,0.0,0.0,0.0,29.65,0.0,0.0,0.0,0.0,0.0,770.1005310058594,11,Liska M.,1996
5782,57.42,9.92,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,904.7180541992187,6,Liska M.,1996
5783,57.42,9.92,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,873.2759155273437,7,Liska M.,1996
5784,57.42,9.92,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,847.1062377929687,8,Liska M.,1996
5785,57.42,9.92,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,824.9853881835937,9,Liska M.,1996
5786,57.42,9.92,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,806.0412353515625,10,Liska M.,1996
5787,57.42,9.92,0.0,0.0,0.0,0.0,32.66,0.0,0.0,0.0,0.0,0.0,789.6352905273437,11,Liska M.,1996
5788,54.11,15.17,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,902.5322631835937,6,Liska M.,1996
5789,54.11,15.17,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,874.8336547851562,7,Liska M.,1996
5790,54.11,15.17,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,852.244970703125,8,Liska M.,1996
5791,54.11,15.17,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,833.4716552734375,9,Liska M.,1996
5792,54.11,15.17,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,817.6222900390625,10,Liska M.,1996
5793,54.11,15.17,0.0,0.0,0.0,0.0,30.72,0.0,0.0,0.0,0.0,0.0,804.0631469726562,11,Liska M.,1996
5794,48.84,20.08,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0.0,894.4928955078125,6,Liska M.,1996
5795,48.84,20.08,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0.0,869.6559814453125,7,Liska M.,1996
5796,48.84,20.08,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0.0,848.0338500976562,8,Liska M.,1996
5797,48.84,20.08,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0.0,829.04013671875,9,Liska M.,1996
5798,48.84,20.08,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0.0,812.2231811523437,10,Liska M.,1996
5799,48.84,20.08,0.0,0.0,0.0,0.0,31.08,0.0,0.0,0.0,0.0,0.0,797.2289794921875,11,Liska M.,1996
5800,41.59,24.07,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,890.2106689453125,6,Liska M.,1996
5801,41.59,24.07,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,865.8459838867187,7,Liska M.,1996
5802,41.59,24.07,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,845.0809692382812,8,Liska M.,1996
5803,41.59,24.07,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,827.1727661132812,9,Liska M.,1996
5804,41.59,24.07,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,811.5698608398437,10,Liska M.,1996
5805,41.59,24.07,0.0,0.0,0.0,0.0,34.35,0.0,0.0,0.0,0.0,0.0,797.8539184570312,11,Liska M.,1996
5806,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,879.3335327148437,6,Liska M.,1996
5807,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,857.8906616210937,7,Liska M.,1996
5808,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,840.073583984375,8,Liska M.,1996
5809,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,825.0343383789062,9,Liska M.,1996
5810,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,812.170263671875,10,Liska M.,1996
5811,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,801.0412963867187,11,Liska M.,1996
5812,38.11,29.67,0.0,0.0,0.0,0.0,32.22,0.0,0.0,0.0,0.0,0.0,791.3185791015625,12,Liska M.,1996
5813,31.16,33.41,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,876.0453857421875,6,Liska M.,1996
5814,31.16,33.41,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,856.8864501953125,7,Liska M.,1996
5815,31.16,33.41,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,840.3210815429687,8,Liska M.,1996
5816,31.16,33.41,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,825.8561157226562,9,Liska M.,1996
5817,31.16,33.41,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,813.1157592773437,10,Liska M.,1996
5818,31.16,33.41,0.0,0.0,0.0,0.0,35.43,0.0,0.0,0.0,0.0,0.0,801.8090576171875,11,Liska M.,1996
5819,31.61,35.6,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,875.4667114257812,6,Liska M.,1996
5820,31.61,35.6,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,857.2513793945312,7,Liska M.,1996
5821,31.61,35.6,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,841.2929443359375,8,Liska M.,1996
5822,31.61,35.6,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,827.19638671875,9,Liska M.,1996
5823,31.61,35.6,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,814.6538452148437,10,Liska M.,1996
5824,31.61,35.6,0.0,0.0,0.0,0.0,32.79,0.0,0.0,0.0,0.0,0.0,803.4217895507812,11,Liska M.,1996
5825,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,873.719091796875,6,Liska M.,1996
5826,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,854.8172973632812,7,Liska M.,1996
5827,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,839.67294921875,8,Liska M.,1996
5828,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,827.266943359375,9,Liska M.,1996
5829,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,816.9181274414062,10,Liska M.,1996
5830,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,808.1540283203125,11,Liska M.,1996
5831,26.56,40.2,0.0,0.0,0.0,0.0,33.24,0.0,0.0,0.0,0.0,0.0,800.6364501953125,12,Liska M.,1996
5832,71.26,0.0,0.87,0.0,0.0,0.0,13.91,0.63,5.9,7.42,0.0,0.0,1476.15,2,Nippon Electric,1975
5833,71.26,0.0,0.87,0.0,0.0,0.0,13.91,0.63,5.9,7.42,0.0,0.0,1301.1501220703126,3,Nippon Electric,1975
5834,72.08,0.0,0.76,0.0,0.0,0.0,12.61,0.38,5.77,8.4,0.0,0.0,1483.15,2,Pilkington Brot,1980
5835,66.6,10.4,0.0,0.0,0.0,0.0,15.2,1.8,0.0,6.0,0.0,0.0,1565.1501220703126,1,Wolf W.W.,1974
5836,66.6,10.4,0.0,0.0,0.0,0.0,15.2,1.8,0.0,6.0,0.0,0.0,1341.1501220703126,2,Wolf W.W.,1974
5837,75.72,0.0,3.01,0.0,0.0,0.0,11.9,3.26,6.1,0.0,0.0,0.0,1403.15,3,Asahi Glass Co.,1970
5838,62.98,0.0,6.08,0.0,0.0,0.0,14.01,4.61,12.31,0.0,0.0,0.0,1393.15,3,Asahi Glass Co.,1970
5839,49.99,0.0,3.13,0.0,0.0,0.0,0.0,0.0,9.37,37.5,0.0,0.0,1161.7283081054688,7,Clark T.J.,1986
5840,49.99,0.0,3.13,0.0,0.0,0.0,0.0,0.0,9.37,37.5,0.0,0.0,1117.8201049804688,8,Clark T.J.,1986
5841,49.99,0.0,3.13,0.0,0.0,0.0,0.0,0.0,9.37,37.5,0.0,0.0,1081.0931762695313,9,Clark T.J.,1986
5842,49.99,0.0,3.13,0.0,0.0,0.0,0.0,0.0,9.37,37.5,0.0,0.0,1049.9188598632813,10,Clark T.J.,1986
5843,49.99,0.0,3.13,0.0,0.0,0.0,0.0,0.0,9.37,37.5,0.0,0.0,1023.1264404296875,11,Clark T.J.,1986
5844,49.99,0.0,3.13,0.0,0.0,0.0,0.0,0.0,9.37,37.5,0.0,0.0,999.8526977539062,12,Clark T.J.,1986
5845,64.77,0.0,11.41,0.0,0.0,0.0,0.0,0.0,6.55,17.27,0.0,0.0,1556.0031494140626,3,Okhotin M.V.,1959
5846,64.77,0.0,11.41,0.0,0.0,0.0,0.0,0.0,6.55,17.27,0.0,0.0,1437.82578125,4,Okhotin M.V.,1959
5847,64.77,0.0,11.41,0.0,0.0,0.0,0.0,0.0,6.55,17.27,0.0,0.0,1349.129736328125,5,Okhotin M.V.,1959
5848,64.77,0.0,11.41,0.0,0.0,0.0,0.0,0.0,6.55,17.27,0.0,0.0,1280.10654296875,6,Okhotin M.V.,1959
5849,71.33,0.0,0.95,0.0,0.06,0.0,13.81,0.95,5.94,6.95,0.0,0.0,893.5067504882812,9,Damdinov D.G.,1984
5850,71.33,0.0,0.95,0.0,0.06,0.0,13.81,0.95,5.94,6.95,0.0,0.0,863.0925048828125,10,Damdinov D.G.,1984
5851,71.33,0.0,0.95,0.0,0.06,0.0,13.81,0.95,5.94,6.95,0.0,0.0,837.4239868164062,11,Damdinov D.G.,1984
5852,71.33,0.0,0.95,0.0,0.06,0.0,13.81,0.95,5.94,6.95,0.0,0.0,815.47080078125,12,Damdinov D.G.,1984
5853,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.7953857421876,12,Donnadieu P.,1988
5854,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1595.326513671875,12,Donnadieu P.,1988
5855,74.99,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.008,780.1499084472656,10,Jewell J.M.,1988
5856,74.99,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.008,801.1499389648437,11,Jewell J.M.,1988
5857,74.97,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.031,777.1500610351562,10,Jewell J.M.,1988
5858,74.97,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.031,800.1500610351562,11,Jewell J.M.,1988
5859,74.95,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.066,774.1497863769531,10,Jewell J.M.,1988
5860,74.95,0.0,0.0,0.0,0.0,0.0,24.99,0.0,0.0,0.0,0.0,0.066,797.149755859375,11,Jewell J.M.,1988
5861,74.9,0.0,0.0,0.0,0.0,0.0,24.97,0.0,0.0,0.0,0.0,0.12,759.1501525878906,10,Jewell J.M.,1988
5862,74.9,0.0,0.0,0.0,0.0,0.0,24.97,0.0,0.0,0.0,0.0,0.12,783.1501525878906,11,Jewell J.M.,1988
5863,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1603.5759033203126,12,Donnadieu P.,1985
5864,71.95,0.0,0.0,0.0,0.0,0.0,16.19,0.0,0.0,11.86,0.0,0.0,1659.5671142578126,1,Nemilov S.V.,1970
